,label,sentence
655,1,To further evaluate the functional effects of the downregulation of [GENE] expression  the oocytes were examined by [EXPE] 
656,0,Our results indicated that a reduction in endogenous [GENE] levels could be caused by Myc-Cdh1 [EXPE] (  Fig 4C  ) 
657,0,The no1 [EXPE] was used in the [GENE] RNAi experiments in this study unless otherwise indicated 
658,0,The IHC analysis of 66 [EXPE] samples also confirmed the overexpression of TPX2 and [GENE] in tumor tissues ( Fig  7 a-c ) 
659,1,the striking loss of the bbsome subunits from cilia after [GENE] [EXPE] led us to reinvestigate whether ssx2ip knockdown impairs ciliogenesis in general
660,0,However  there was increased Ki67 [EXPE] throughout the crypts in [GENE] FS -expressing mice ( Fig  7c  d  ) 
661,1,"cells that received only replicative virus showed no gfp signal but [EXPE] positive for [GENE] , identifying either “early” or “late” rc , as described previously (  30  ,  32  ) (  fig. 4  )"
662,0,However  CEP131 [EXPE] had minimal effect on the expression level of [GENE] and MCL1 (  Supplementary Fig 10a  ) 
663,0,"two independent sirnas targeting [GENE] were used to examine the role of kifc1 in the development and progression of hcc , with that the mrna and protein expression of kifc1 shown to be significantly silenced by rt-qpcr and western blot analyses at 48 h post-sirna [EXPE] (  fig. 2b and c  )"
664,0,However  CEP90 [EXPE] reduced the number of ciliated cells with [GENE] at their cilia (  Figure 2E  ) 
665,0,We then determined the cell cycle distribution in  [GENE] -knockdown and/or cyclin B1-expressing MCF cells via [EXPE] analysis 
666,0,Because we were unable to reproducibly detect a phosphorylation shift of [GENE]  we performed histone H1 kinase [EXPE] 
667,0,Here  we observed a strong down-regulation of [GENE] only in cells characterized by PKC⍺ [EXPE] 
668,0,the full [EXPE] activity of gfp-cc2d1b also highlighted that expression of this fusion in hct116 δ [GENE]  cells provides a relevant system to determine the localization of cc2d1b in the context of mitotic ne reformation
669,0,"to induce knockdown of mastl , mda-mb-231 cells expressing h2b-mcherry were stably [EXPE] using an inducible lentiviral vector containing a bicistronic internal ribosome entry site ( ires ) vector with green fluorescent protein ( gfp ) and short hairpin rna ( shrna ) against [GENE] ( shmastl ) or a scramble control ( shcontrol )"
670,1,"these observations suggest that both flfl and cenp-c are novel substrates of pp4 , although we cannot rule out the possibility of the indirect inhibition of some secondary phosphatase on [GENE] [EXPE]"
671,1,Moreover  GST-pull down [EXPE] confirmed that PP5 binds to [GENE] directly ( Fig  2c  ) 
672,1,"cells cultured in calcium-depleted medium showed weak cytoplasmic [EXPE] of e-cadherin and [GENE] and a diffuse array of cortical actin filaments , indicative of epithelial cells lacking junctions (  figure 5  , low calcium )"
673,0,"however , live-cell [EXPE] revealed that meiosis i spindles frequently disassemble in cdc14-1  cells , only to reassemble at the presumptive time of meiosis ii (  bizzari & marston , 2011  ) , suggesting that [GENE] may be refractory for spindle disassembly and meiosis i exit"
674,0,[EXPE] of VRK1 resulted in a diffuse redistribution of [GENE] on chromatin ( Fig  7 d ) 
675,1,"confocal [EXPE] analysis in mcf7 cells confirmed that nek2 co-localizes in the nuclear speckles with [GENE] and srsf2 (  figure 1 c ) , two serine/arginine-rich ( sr ) proteins commonly used as markers of these structures (  24  )"
676,1,This was apparent in [EXPE] images from both WT and [GENE] off  CTLs (  Fig 4 C  ) 
677,0,a significant increase in the percentage of cells in the g 2 /m phase and decrease in the percentage of cells in s phase were observed 72 [GENE] after  lox  [EXPE] ( figure  4d  )
678,0,Tumor  DNA  from 15 NSCLC patients with elevated level of  [GENE]  was available for mutation [EXPE] (  Figure 1  ) 
679,0,To study the function of [GENE] in cortical development  we performed [EXPE] of UTX in female cortices at E13 and E16 
680,0,H2AZ [EXPE] did not cause a co-depletion of [GENE] (  Figure S7B  ) 
681,1,fig. 9  c shows the characteristic mann ii [EXPE] pattern of [GENE] cells transfected with active mkk and wild-type erk2 and the reversal with expression of erk2 ( tef ) mutant
682,0,As shown in  Fig 3d   IRF3 could be detected in [GENE] immunoprecipitates and the interaction was increased after virus [EXPE] 
683,0,These results show that partial [GENE] inhibition exacerbates mitotic exit after Chk2 [EXPE] 
684,1,Both genes  RpS9 and [GENE]  are shown by [EXPE] to have an NMD–target isoform (  Figure S7  ) 
685,0,Cleaved [GENE] was increased in BeWo cells after treatment with [EXPE] against survivin (  Figure 4C   1 st  row ) 
686,0,HCA66 [EXPE] drastically affected the nucleolar localization of [GENE] and also that of fibrillarin to a lesser extent 
687,0,"in order to reduce the incidence of cell line-dependent variables , we compared both parental  oa1 +/+  and  [GENE] +/−  versus  oa1 −/−  lines , and transduced  oa1 [EXPE] loa1sn versus  oa1 −/− loa1δ18sn lines"
688,0,Only a single protein  HUS1-like  is significantly reduced in both  Prp31  and  [GENE]   but not  Sf3A1   [EXPE] cells 
689,1,Using immunoprecipitation ( IP ) [EXPE]  we found that [GENE] interacted strongly with Rab8 ( Fig  2G  and  2H  ) 
690,0,The control [EXPE] abiraterone and enzalutamide had no noticeable effect on [GENE] cells 
691,0,"importantly , in cells that were already in mitosis at the time of [EXPE] addition , simultaneous inhibition of both wee1 and [GENE] did not cause mitotic substrate dephosphorylation (  figure 6b  )"
692,1,"based on our previous work 15  examining ciliogenesis initiation following serum withdrawal , we looked for davs similar to those observed in [GENE] [EXPE] cells using sim (  fig. 4 d ,f  )"
693,1,"enriched ase1-p was then incubated with buffer only , [EXPE] [GENE] , the phosphatase-dead cdc14 c282a  , or , as a positive control , with ap (  fig. 5 e  )"
694,0,"[EXPE] imaging of cgns expressing phluorin-tagged jam-c , an immunoglobulin superfamily adhesion molecule essential for cgn migration [ 47 ] , and either utrch-abd-egfp or lifeact-egfp , revealed surface [GENE] at punctate junctions within the leading process and in larger adhesion plaques within the neuronal soma ( figure  8 a ,d , movies in additional files  24  ,  25  ,  26  and  27  )"
695,0,By contrast  [EXPE] of ZEB1 significantly reduced  [GENE]  in the both cell lines ( Fig  4M  ) 
696,1,"two independent sirnas targeting kifc1 were used to examine the role of kifc1 in the development and progression of hcc , with that the mrna and protein expression of [GENE] shown to be significantly [EXPE] by rt-qpcr and western blot analyses at 48 h post-sirna transfection (  fig. 2b and c  )"
697,0,"to determine which of these phosphorylation sites may be responsible for the temporal and [GENE] control of kif2b , we performed mass_spectrometry on gfp-kif2b isolated from mitotic cells treated with kinase [EXPE] versus untreated mitotic cells"
698,0,"to test the effect of drb4 over-accumulation on viral [EXPE] , drb4 oe lines were infected with modified tobacco rattle virus ( trv-pds ) where the rna2-encoded 2b and 2c sequences were replaced by a fragment of the  arabidopsis  phytoene desaturase ( [GENE] ) gene"
699,0,"to identify new cdk1 substrates relevant to chromosome dynamics , tandem affinity purification ( [GENE] ) of a substrate-trapping mutant of the fission yeast cdc14 phosphatase , clp1 , was performed from mitotic cells , and associated proteins were identified by 2d liquid [EXPE] mass_spectrometry ( ms )"
700,1,A [EXPE] assay was performed using chromosomally integrated Flag-tagged [GENE] under the native promoter 
701,0,[GENE] was incubated in a kinase [EXPE] with increasing concentrations of recombinant Plk1 for 1 h at 30 °C as before 
702,0,"two independent [EXPE] targeting kifc1 were used to examine the role of kifc1 in the development and progression of [GENE] , with that the mrna and protein expression of kifc1 shown to be significantly silenced by rt-qpcr and western blot analyses at 48 h post-sirna transfection (  fig. 2b and c  )"
703,0,immunofluorescence staining of [GENE] showed that nuclear stat3 was [EXPE] upon treatment with ym155 u-266 and ina-6 cells (  suppl
704,0,The decrease of Rad51 foci in Mcph1 −/− [GENE] −/−  MEFs was [EXPE] to a large extent by ectopic MCPH1 (  Figure 6A  ) 
705,0,"we performed chromatin [EXPE] ( [GENE] ) in kp21-4 cells with anti-p21 antibody , and asked for p21 binding in the vicinity of the transcription start site ( tss ) of human  ccne2  and other p21-repressed genes"
706,1,Extracts of control or cordycepin-treated cells are analyzed by [EXPE] with antibodies against cyclin F ( [GENE] ) and tubulin 
707,0,By contrast  the [GENE] protein level was unchanged by GNL3L [EXPE] 
708,0,Aurora B inhibition delayed [GENE] hyperphosphorylation in a synchronized Mps1 re-activation [EXPE] ( see below ) 
709,0,These data suggest that continued [GENE] activity may be required to maintain the metaphase [EXPE] of chromosomes 
710,0,"two independent sirnas targeting kifc1 were used to examine the role of [GENE] in the development and progression of hcc , with that the mrna and protein expression of kifc1 shown to be significantly [EXPE] by rt-qpcr and western blot analyses at 48 h post-sirna transfection (  fig. 2b and c  )"
711,0,This is in agreement with the results obtained for mouse [GENE] that was shown to [EXPE] the C-terminal part of chTOG 19  
712,0,"to induce knockdown of mastl , mda-mb-231 cells expressing h2b-mcherry were stably transduced using an [EXPE] lentiviral vector containing a bicistronic internal ribosome entry site ( ires ) vector with green fluorescent protein ( gfp ) and short hairpin rna ( shrna ) against [GENE] ( shmastl ) or a scramble control ( shcontrol )"
713,0,"treatment of cells with varying concentrations of okadaic acid followed by [EXPE] of the cell extracts on conventional sds-containing gels or [GENE] gels also containing phos-tag (  figure s5b  ,  figure s5c  ) revealed that endos is subject to at least three different phospho-modifications"
714,0,To test the effect of [GENE] T112N on VSV-G transport  HeLa cells were [EXPE] with plasmids for Myc-Eg5 T112N and VSV-G-GFP 
715,0,"notably , expression of the apc4 kr  mutant was not fully effective in rescuing the apc4 [EXPE] defects , in comparison to full rescue by [GENE] (  figure 2a and c–e  )"
716,1,the striking loss of the bbsome subunits from cilia after ssx2ip knockdown led us to reinvestigate whether [GENE] [EXPE] impairs ciliogenesis in general
717,0,Here the figure also shows that Bora [EXPE] reduces the interaction between [GENE] and 14-3-3γ 
718,1,These domains were tested in [EXPE] assays against FANCC 1–306   [GENE] 307–558   and full-length FANCC 
719,1,The ability of miR-204 to regulate the expression of [GENE] was confirmed using real-time PCR and Western [EXPE] 
720,1,To test this  we analysed binding of [EXPE] glutathione  S -transferase ( GST )-tagged [GENE] to CEP131 in cell extracts 
721,1,"[EXPE] imaging of cgns expressing phluorin-tagged [GENE] , an immunoglobulin superfamily adhesion molecule essential for cgn migration [ 47 ] , and either utrch-abd-egfp or lifeact-egfp , revealed surface jam-c at punctate junctions within the leading process and in larger adhesion plaques within the neuronal soma ( figure  8 a ,d , movies in additional files  24  ,  25  ,  26  and  27  )"
722,0,Downstream of IL-6 and [GENE]  we analyzed Col11A1 mRNA levels by [EXPE] 
723,0,Thus  the inability of releasing [GENE] from chromosome again correlated with the [EXPE] of cell division 
724,0,"furthermore , the reduced migration-shift band of phosphorylated [GENE] in g2 phase after aurora-a [EXPE] reveals that aurora-a phosphorylates haspin  in_vivo  (  figure 5d  )"
725,1,"After [EXPE] of endogenous [GENE] , SxIP-mutated GTSE1 was able to maintain astral stability similar to the wild-type GTSE1 gene (  Figs. 1 B  and S1 B )."
726,1,The [EXPE] assay showed that ASPP1 and [GENE]  two other members of the ASPP family  do not interact with endogenous CEP55 
727,0,"importantly , in cells that were already in mitosis at the time of [EXPE] addition , simultaneous inhibition of both [GENE] and cdc25 did not cause mitotic substrate dephosphorylation (  figure 6b  )"
728,0,"quantification of cyclin b1 localization in g2 cells 6 h after oht addition , shows that ~30% of the cells translocated cyclin [GENE] to the nucleus , and this was completely suppressed by the addition of an atr [EXPE] ( fig.  2d  )"
729,0,In colon cancer cells  pharmacological inhibition of [GENE] increased p53 protein levels and [EXPE] cell proliferation [ 26 ] 
730,1,To explore the function of KIF2A in mouse oocyte meiosis  we employed siRNA [EXPE] to knock down the expression of [GENE] 
731,0,"to investigate the effects of  ash1  [EXPE] on pc:egfp kinetics , it was necessary to use transient rnai expression to enable [GENE] survival"
732,0,In metaphase  centrosome [EXPE] was increased for both the active X-PAK4 and [GENE] Ser135P 
733,1,[EXPE] analysis indicated the progressive loss of [GENE] protein in the mammary epithelia of these mice (  Fig 7F  ) 
734,1,We also examined CDK11  [GENE] and CCNL1 gene expression levels using the TCGA [EXPE] data 
735,1,The mRNA and protein expression of [GENE] in stable cell lines were examined by [EXPE] and western blot ( Fig 2a  and  b  ) 
736,0,"as shown in  fig. 3 c  , hpoc5 [EXPE] was not affected by the complete disassembly of microtubules obtained with nocodazole treatment , indicating that [GENE] associated with the centrioles in a microtubule-independent manner"
737,0,[GENE] forms the backbone of the cartwheel and its [EXPE] inhibits many forms of centriole amplification 12  
738,0,The [EXPE] of USP7 in HCT116 altered the [GENE] half life  affecting its stability ( Figure  5D  ) 
739,1,"the mpeg and peptide–peg derivatives of lmw and hmw cs werecomplexed with [GENE] [EXPE] to form the nontargeted ( nt-lmw and nt-hmw )and egfr-targeted ( t-lmw and t-hmw ) nanoparticles , respectively"
740,0,"quantitative [EXPE] in transiently tp53 or tp63 depleted hfks confirms that down-regulation of rad51b , msh2 and [GENE] occur in a tp53-dependent manner in both transiently and stably tp53 depleted cells ( figure  5g  and figure s13c–e )"
741,1,Therefore  we generated [GENE] knockout ( KO ) HeLa cells using the [EXPE] system 
742,1,RHAMM C terminus truncation prevents association with [GENE] ( I )  demonstrated by [EXPE] 
743,1,This [EXPE] appeared to show that the N-terminal region of [GENE] makes direct contact with the TRIP13 pore loop 
744,0,However  the p38MAPK [EXPE] reduced the formation of [GENE] foci  indicating that p38MAPK is involved in mediating the process 
745,1,"however , rassf1a was stabilized in cells transfected with [GENE] [EXPE]"
746,1,To assess the function of the human ZYG-11 orthologues  [EXPE] was used to knockdown [GENE] and ZYG11B 
747,1,For this purpose  the phosphorylated levels of [GENE] were quantified by immunofluorescence [EXPE] with anti-pFoxO3a antibody 
748,1,This tubulin-free fraction ( TS ) contained a pool of [GENE] and γ-tubulin  as revealed by [EXPE] ( Fig  12   top ) 
749,0,"furthermore , inhibition of cdk1/2 activation during the cell cycle by use of roscovitine , a specific pan cdk [EXPE] , did not alter [GENE] phosphorylation at thr32 and ser 36 (  figure 7  ) , suggesting that jnk is a  bona fide  kinase for cdh1 during the cell cycle that acts independently of cdks"
750,0,That [GENE] membranes were not [EXPE] of LBR–GFP fluorescence during FLIP also confirmed the immobilization of the fusion protein within NE membranes since interphase ER and NE membranes are interconnected.
751,0,Because [GENE] expression stabilizes Plk4  we predicted that Asl [EXPE] would decrease Plk4 protein levels 
752,0,Ectopic expression of [GENE] WT  in cells lacking endogenous Mps1 [EXPE] normal mitotic progression and chromosome congression 
753,0,"in order to reduce the incidence of cell line-dependent variables , we compared both parental  oa1 +/+  and  oa1 +/−  versus  oa1 [EXPE]  lines , and transduced  [GENE] −/− loa1sn versus  oa1 −/− loa1δ18sn lines"
754,0,Expression of RNAi-resistant [GENE] restored IR endocytosis in cells [EXPE] of both IRS1/2 
755,1,The possibility of an interaction between [GENE] and MYCN was investigated using a pull-down [EXPE] 
756,0,"notably , expression of the [GENE] kr  mutant was not fully effective in [EXPE] the apc4 knockdown defects , in comparison to full rescue by apc4 (  figure 2a and c–e  )"
757,0,Furthermore  [GENE] levels remained largely unaffected by CAL1 [EXPE] (  Fig 1G and 1H  ) 
758,1,Co-immunoprecipitation ( [EXPE] ) experiments showed that both [GENE] and Scc3 interact with Scc2-HA3His6 ( Fig  6 d ) 
759,0,"this conclusion is further bolstered by the [EXPE] patterns of another anti-trf1 antibody ( c-19 , fig. [GENE] b ) and anti-trf2 antibody ( fig. s5 c ) , which show similar distributions during mitosis , although the sensitivity and specificity of the c-19 anti-trf1 antibody is less than optimal"
760,1,Immunoblotting experiments revealed that most  although not all  [GENE] and ESCO2 could be depleted by [EXPE] ( Fig  1 A ) 
761,0,Given the effect of DLC2 and [GENE] on Kif1B localization  we asked whether the [EXPE] of the kinesin also affected mitosis 
762,1,Then  we used [EXPE] to measure the quantity of [GENE] expression (  Figure 1B  ) 
763,0,As shown in Fig  7 b  [EXPE] of KIF3B expression led to downregulation of [GENE] Ser473 phosphorylation 
764,1,eciprocal [EXPE] demonstrated that STIL coprecipitated with both USP9X and [GENE] (  Fig 3  A and B  ) 
765,0,"cells that received only replicative virus showed no gfp signal but [EXPE] positive for dbp , identifying either “early” or “late” [GENE] , as described previously (  30  ,  32  ) (  fig. 4  )"
766,0,"in contrast , dna [GENE] in  pask  ( pas kinase ) [EXPE] cin cells was significantly higher than  apkc  and  nek2  (  figure 3  and  s3  ) , although  pask  showed lower levels of apoptosis"
767,1,We then examined the binding of [GENE] to MTs by immuno-electron [EXPE] 
768,1,To test whether FBXL2 interacts with [GENE]  we performed co-immunoprecipitation ( [EXPE] ) experiments 
769,1,"After [EXPE] of endogenous [GENE] , GTSE1-GFP localized to the mitotic spindle , which we also observed upon tagging of endogenous GTSE1 with GFP via CRISPR-Cas9 ( clustered regularly interspaced short palindromic repeats )-mediated homologous recombination (  Figs. 1 G  and S2 A;  Cong et al. , 2013 ;  Ran et al. , 2013  )."
770,0,"of interest ,  cdh1∆  cells did not retain cdc5 at the spbs after [GENE] [EXPE] (  figure 4c  )"
771,1,All [EXPE] tested achieved >93% reduction in [GENE] or Kif4A levels except for one Kif4A siRNA that reduced levels by only 20% 
772,0,"thus , klp10a depletion [EXPE] the spindle collapse caused by [GENE] inhibition"
773,0,"to identify the phosphorylation sites of [GENE] by mps1 , 293 cells were [EXPE] with gfp-mps1 wild-type ( wt ) or kinase-dead mutant ( kd ) and flag-cap-h2 (  fig. 2 c  )"
774,0,To explore how [GENE] affects E2F1  we conducted real-time [EXPE] 
775,0,To investigate the potential involvement of [GENE]  Nek2A levels were knocked down by [EXPE] treatment (  Figure 6B  ) 
776,0,As shown by Western blot analysis  the [GENE] expression in A549 cells was diminished by ATM [EXPE] (  S3 Fig  ) 
777,1,For this purpose  we [EXPE] centrin  ninein  or [GENE] individually  using specific siRNA oligomers 
778,1,Activation of AURKA and [GENE] in G2 are partially [EXPE] by stathmin depletion and/or the resulting increase in MTs 
779,0,"the bass domain and bonsai would have residues 354–630 deleted from the n-terminal ends of all four chains , producing a 43-nm long [GENE] , which is more consistent with lengths of the 32 nm bass domain and 38 nm bonsai , but of course such a parallel arrangement cannot be reconciled with our current nanogold and previous igg decoration. but adding to the puzzle , the 3 nm diameter of the negatively stained kinesin-5 rod observed by [EXPE] (  supplementary fig. s1  ) lies within the range expected of a four helix bundle yet , according to at least one report , this is also the diameter of the negatively-stained class ii myosin rod , which is a single parallel cc assembled from two , rather than four polypeptide chains 24"
780,0,"we performed chromatin [EXPE] ( chip ) in kp21-4 cells with anti-p21 antibody , and asked for [GENE] binding in the vicinity of the transcription start site ( tss ) of human  ccne2  and other p21-repressed genes"
781,1,"Using two well characterized [GENE] kinase [EXPE] as positive control , we observed a strong reduction of AKT phosphorylation after two hours of incubation under the same conditions."
782,0,Although serum [EXPE] was sufficient to induce [GENE] degradation  short-term CDK inhibition did not (  Fig 7 C  ) 
783,0,"[EXPE] were then continuously exposed to the drug until zt6′ , to cover the period of increased [GENE] transcript expression and rapid increase in the number of brdu-positive cells , requiring cyclin-activated d1 kinases to move cells toward the g 1 /s checkpoint"
784,0,"to determine the functional significance of par6α binding to p150 glued  , we tested the effects of par6α [EXPE] on [GENE] glued  localization"
785,0,These data from xenograft tumor [EXPE] provide further support for the role of [GENE] in tumorigenesis in CRC 
786,0,Also  GFP-BubR1 B1-B3BD/B1-H  was unable to [EXPE] the SAC in cells depleted of endogenous [GENE] (  Figure S4 F ) 
787,1,Exposure of U2OS parental and [GENE] [EXPE]  cells to increasing concentrations of MMC revealed a sensitivity of the mutant cell line comparable with that of the ZGRF1 −/−  HCT116 cell line (  Figure 1K  ).
788,1,"as shown in figure  2g  , co-ip revealed that pc-1 overexpression enhances chip and ar interactions , thus further substantiating the gst-pulldown assay results , with gst-chip able to pull-down more ar protein when incubated with hek293 cell lysates [EXPE] with [GENE] ( figure  2h  )"
789,1,As a negative control  we also expressed the [EXPE] catalytic mutants ( mut ) of [GENE] and KAT2B 
790,1,"in this culture condition , the [EXPE] [GENE] +  cells temporarily proliferated in response to tpo around day 2 ( data not shown ) , and then underwent polyploidization until day 6"
791,0,"based on our previous work 15  examining ciliogenesis initiation following serum withdrawal , we looked for davs similar to those observed in [GENE] depleted cells using [EXPE] (  fig. 4 d ,f  )"
792,0,"to further investigate cell cycle differences , we examined histone h2b-mcherry-expressing uwb1.289 cells infected with [GENE] 4p  or wild-type virus as they progressed through mitosis using [EXPE] confocal imaging"
793,0,"quantification of [GENE] localization in g2 cells 6 h after oht addition , shows that ~30% of the cells translocated cyclin b1 to the nucleus , and this was completely suppressed by the addition of an atr [EXPE] ( fig.  2d  )"
794,0,"to further corroborate the notion that tubb3 expression levels have a negligible effect on the sensitivity to spindle poisons like taxol and vincristine , we introduced the suntag-cas9 ( [EXPE] ) system in [GENE] cells , which allows specific and robust transcriptional activation of genes of interest through sgrna-cas9-mediated targeting of synthetic transcriptional activators to upstream regions of transcriptional start sites ( tss ) ( figure  3a  , [ 30  ,  31 ] )"
795,1,"Nevertheless , clonogenic survival of [GENE] [EXPE]  cells possibly containing hypomorphic mutant alleles of FANCJ showed that ZGRF1 −/−  cells containing FANCJ indels are significantly more sensitive to MMC than ZGRF1 −/−  alone , and the double mutants exhibit MMC sensitivity comparable with the FANCJ −/−  single mutant (  Figure 2G  )."
796,1,"similarly , sirna-mediated [EXPE] of [GENE] from hela cells abolished the increase of chk2 thr68 phosphorylation in mitotically synchronized cells but not in irradiated cells (  figure 1b  )"
797,0,Indeed  overexpression of [GENE] in MISP KD cells could [EXPE] the Cdc42-GTP signal to nearly control levels ( Fig  5c  ) 
798,1,To investigate the intracellular role of [GENE]  we used transient [EXPE] assays 
799,0,the striking loss of the bbsome subunits from cilia after ssx2ip [EXPE] led us to reinvestigate whether [GENE] knockdown impairs ciliogenesis in general
800,1,GM130 depletion did not affect [GENE] expression levels as assessed by [EXPE] (  Figure 12F  and Supplemental Figure S6G ) 
801,0,"the major transcription factor controlling the cell cycle , e2f , and the most important cdk , [GENE] (  santamaria  et al.  2007 ;  coudreuse and nurse 2011  ) , were located at the center of the network describing regulation of identified cell cycle genes by the [EXPE] treatments (  figure s6  )"
802,0,This suggested that the effect of Eg5 [EXPE] was exacerbated in the absence of [GENE] 
803,0,We used HeLa cells and compared the [GENE] puncta in different stages with or without flux [EXPE] 
804,1,[GENE] and shugoshin were both efficiently suppressed by [EXPE] targeting (  Fig 1a   lower panel ) 
805,0,"we also confirmed that the tumors formed by gli3-shr1-caski cells had sustained [GENE] knockdown as reflected by significantly reduced gli3 mrna measured with [EXPE] (  fig. 7g  ) , confirming that the similar tumorigenic property between the control and gli3-shr cells was not due to the loss of gli3 knockdown"
806,1,u2os cells were [EXPE] of [GENE] by two different sirna transient transfections ( supplemental figure s1b )
807,0,Injection of  lurap1  mRNA [EXPE] notochord width in a majority of MZ [GENE]  embryos ( 13/20 ) 
808,0,To this end  we first incubated [GENE] in mitotic extracts treated with the phosphatase [EXPE] microcystin LR 
809,0,Thus  neither ATR nor ATM loss was able to [EXPE] the block in mitotic progression in  [GENE] suo3 / Df  brains 
810,1,We further investigated whether [EXPE] of  CDK1    [GENE]   or  AURKA  mRNA was a factor in poor prognosis for ACC 
811,0,The [EXPE] caused an inhibition of [GENE] and MEK1 and MEK2 phosphorylation respectively ( data not shown ) 
812,1,Interphase CD34+ cells derived from bone marrow samples were [EXPE] with a centrosome-specific antibody to [GENE] (  Fig 2  ) 
813,0,"in contrast , dna damage in  pask  ( pas kinase ) [EXPE] cin cells was significantly higher than  apkc  and  nek2  (  figure 3  and  [GENE]  ) , although  pask  showed lower levels of apoptosis"
814,1,we initially analyzed the localization of [EXPE] green fluorescent protein ( gfp )- or flag-tagged [GENE] in rpe1 cells ( supplemental figure s1a ) and further studied the localization of the gfp-tagged mouse homolog in a stable hela cell line in immunofluorescence ( if ) ( supplemental figure s1b )
815,1,Protein levels of MAD proteins were further analyzed by [EXPE] and immunoblotting using antibodies against MAD1 and [GENE] 
816,1,"in contrast , dna damage in  pask  ( pas kinase ) [EXPE] cin cells was significantly higher than  apkc  and  [GENE]  (  figure 3  and  s3  ) , although  pask  showed lower levels of apoptosis"
817,1,Representative images of cells [EXPE] for the active form of [GENE] are shown in  Fig 2a  
818,1,We inhibited [GENE] and Aurora B using well-established small molecules [EXPE] for these kinases 
819,0,Previously  we had shown that [GENE] is essential for cell division and its [EXPE] inhibits liver tumorigenesis [ 2 ] 
820,1,"treatment of degron-orc6–depleted cells with caffeine , an [EXPE] of [GENE] checkpoint kinases known to bypass g2 arrest , decreased the percentage of 4n cells from 66 to 42% after 24 h; it correspondingly reduced supernumerary centrosomes and multipolar spindle formation between 16 and 20 h after degron-orc6 depletion (  fig. 2 e  )"
821,0,NEDD9 [EXPE] had no discernable effect on [GENE] protein levels ( Figure  2D  ) 
822,1,We next tested whether  35 S-labeled Yhp1 could be ubiquitinated by APC [GENE]  in vitro using [EXPE] components 
823,0,The [EXPE] #1 was used in all of the [GENE] RNAi experiments in this study unless indicated otherwise 
824,0,"importantly , [EXPE] of crmp2 rescued the increase in paclitaxel-induced microtubule stabilization following [GENE] depletion ( fig.  5e  )"
825,0,In the sarcoma group  the activity of some of these genes seemed to be [EXPE] despite the presence of mutated  [GENE]  
826,0,[EXPE]  RNA hybridization on Ccr4  Pop2 and [GENE] KD ovaries revealed  HeT-A  transcripts in nurse cells ( Figure  2C  ) 
827,1,The  p16 INK4a  gene was inhibited through expression of a short hairpin RNA ( [EXPE] ) complementary to  [GENE] INK4a  [ 30 ] 
828,1,We [EXPE]  [GENE]  shRNA into HCT116 cells and selected stable subclones with different expression levels of DAB2IP ( Figure  1A  ).
829,1,"imaging by total internal reflection fluorescence ( tirf ) microscopy of lifeact-mcherry revealed a reduction in the area of cell-surface contact upon [GENE] [EXPE] , reflecting the above described rounding up of cells (  figure 3f  )"
830,1,"in contrast , cep152 was no longer observed at the mtocs following [GENE] [EXPE] ( n = 8 ) , although it was still found in interphase nuclei and over the mitotic spindle , indicating that cep152 requires plk4 to localize to the mtocs"
831,0,Interestingly  depletion of PLK1 clearly reduced [GENE] protein  but CDK1 [EXPE] did not 
832,1,We also performed live-cell analysis on  [GENE] floxed/+  Securin null/null  MEF cells [EXPE] with both AxCre and AxH-GFP 
833,0,"we found that  [GENE]  knockdown did not interfere with acquisition of the mcc fate ( supplementary figure  6a–e  ) , but severely impaired multiciliogenesis , as revealed by [EXPE] and electron_microscopy ( fig.  5a–i  )"
834,0,"we also monitored the chromosome [EXPE] and anaphase onset with time-lapse microscopy and found that [GENE] knockdown caused a significant delay in chromatid segregation (  fig. 2 , g and h ; and  videos 1  and  2  )"
835,0,Depletion of [GENE] had an effect similar to Arp11 [EXPE] on dynactin stability 
836,0,Then  by [EXPE] we measured the proximity between chromophores tagged to [GENE] class proteins 
837,0,p53 [EXPE] strongly reduced the cytotoxic effect of [GENE] depletion (   Fig 8A   ) 
838,1,We next measured the expression of [GENE] mRNA in the CRC cell lines using [EXPE] ( Figure  1 B ) and ( Figure  1 C ) 
839,0,Thus  Slimb [EXPE] stabilizes a phosphorylated form of [GENE] 
840,0,"quantitative rt-pcr in transiently tp53 or tp63 depleted hfks confirms that down-regulation of rad51b , [GENE] and xrcc4 occur in a tp53-dependent manner in both transiently and stably tp53 [EXPE] cells ( figure  5g  and figure s13c–e )"
0,1,However [EXPE] of a full-length unmutated [GENE] might also generate the same phenotype
1,1,First we checked that natural Lepp12 was phosphorylated by exogenous [GENE] in an  in vitro  phosphorylation [EXPE] (not shown)
2,0,In this study we report that ERβ interactions with [GENE] and SMRT are promoted by agonists and [EXPE] by SERMs
3,0,Antibody-specific bands for β-catenin fibronectin and [GENE] were quantified using NIH [EXPE] software
4,0,[GENE] ribonuclease activity degrades RNA homologous to [EXPE] [ 7 ]
5,0,Live cells were imaged in a [GENE] Zeiss laser scanning confocal [EXPE] equipped with a 63X oil immersion objective
6,0,We compared NF-κB expression in [GENE] and healthy monocytes by using both EMSA and [EXPE] based assays
7,0,In addition we have [EXPE] ES cells with a HIP-GFP construct to identify [GENE] producing ES derived cells
8,1,Cytokines in the supernatant of this first mL of the [GENE] fluid (BALF) were determined by [EXPE]
