Symbols,Score
MBD4,0.385
MBD5,0.395
MBD6,0.419
MBIP,0.497
MBL2,0.288
MBLAC1,0.093
MBLAC2,0.202
MBNL1,0.459
MBNL2,0.351
MBNL3,0.409
MBOAT1,0.255
MBOAT2,0.254
MBOAT4,0.262
MBOAT7,0.352
MBP,0.387
MBTD1,0.359
MBTPS1,0.348
MBTPS2,0.318
MC1R,0.302
MC2R,0.416
MC3R,0.295
MC4R,0.336
MC5R,0.344
MCAM,0.261
MCAT,0.295
MCC,0.442
MCCC1,0.461
MCCC2,0.467
MCCD1,0.187
MCEE,0.343
MCEMP1,0.203
MCF2,0.448
MCF2L,0.35
MCF2L2,0.1
MCFD2,0.362
MCHR1,0.333
MCHR2,0.242
MCIDAS,0.551
MCL1,0.401
MCM10,0.491
MCM2,0.522
MCM3,0.549
MCM3AP,0.389
MCM4,0.477
MCM5,0.514
MCM6,0.5
MCM7,0.472
MCM8,0.472
MCM9,0.451
MCMBP,0.509
MCMDC2,0.271
MCOLN1,0.34
MCOLN2,0.216
MCOLN3,0.291
MCPH1,0.501
MCRIP1,0.428
MCRIP2,0.385
MCRS1,0.458
MCTP1,0.269
MCTP2,0.364
MCTS1,0.446
MCU,0.348
MCUB,0.235
MCUR1,0.309
MDC1,0.506
MDFI,0.459
MDFIC,0.429
MDGA1,0.288
MDGA2,0.209
MDH1,0.343
MDH1B,0.114
MDH2,0.364
MDK,0.307
MDM1,0.501
MDM2,0.394
MDM4,0.427
MDN1,0.571
MDP1,0.179
ME1,0.342
ME2,0.305
ME3,0.316
MEA1,0.263
MEAF6,0.48
MEAK7,0.36
MECOM,0.46
MECP2,0.382
MECR,0.29
MED1,0.371
MED10,0.429
MED11,0.399
MED12,0.396
MED12L,0.334
MED13,0.293
MED13L,0.238
MED14,0.365
MED15,0.424
MED16,0.369
MED17,0.373
MED18,0.344
MED19,0.392
MED20,0.418
MED21,0.392
MED22,0.391
MED23,0.36
MED24,0.372
MED25,0.404
MED26,0.351
MED27,0.488
MED28,0.427
MED29,0.344
MED30,0.407
MED31,0.413
MED4,0.373
MED6,0.399
MED7,0.429
MED8,0.393
MED9,0.334
MEDAG,0.247
MEF2A,0.454
MEF2B,0.369
MEF2C,0.308
MEF2D,0.448
MEFV,0.427
MEGF10,0.31
MEGF11,0.173
MEGF6,0.272
MEGF8,0.33
MEGF9,0.146
MEI1,0.223
MEI4,0.286
MEIG1,0.275
MEIKIN,0.277
MEIOB,0.403
MEIOC,0.353
MEIOSIN,0.306
MEIS1,0.354
MEIS2,0.365
MEIS3,0.284
MELK,0.592
MELTF,0.399
MEMO1,0.437
MEN1,0.465
MEOX1,0.406
MEOX2,0.357
MEP1A,0.29
MEP1B,0.318
MEPCE,0.211
MEPE,0.425
MERTK,0.429
MESD,0.393
MESP1,0.3
MESP2,0.332
MEST,0.287
MET,0.42
METAP1,0.391
METAP1D,0.385
METAP2,0.419
METRN,0.14
METRNL,0.224
METTL1,0.459
METTL13,0.209
METTL14,0.388
METTL15,0.082
METTL16,0.28
METTL17,0.444
METTL18,0.286
METTL21A,0.48
METTL21C,0.402
METTL22,0.478
METTL23,0.402
METTL24,0.144
METTL25,0.095
METTL25B,0.131
METTL27,0.157
METTL2A,0.087
METTL2B,0.087
METTL3,0.384
METTL4,0.3
METTL5,0.142
METTL6,0.079
METTL8,0.288
METTL9,0.157
MEX3A,0.333
MEX3B,0.451
MEX3C,0.431
MEX3D,0.311
MFAP1,0.345
MFAP2,0.188
MFAP3,0.152
MFAP3L,0.39
MFAP4,0.257
MFAP5,0.198
MFF,0.387
MFGE8,0.347
MFHAS1,0.374
MFN1,0.398
MFN2,0.416
MFNG,0.282
MFRP,0.259
MFSD1,0.087
MFSD10,0.231
MFSD11,0.214
MFSD12,0.228
MFSD13A,0.057
MFSD14A,0.139
MFSD14B,0.139
MFSD2A,0.274
MFSD2B,0.175
MFSD3,0.085
MFSD4A,0.092
MFSD4B,0.162
MFSD5,0.289
MFSD6,0.087
MFSD6L,0.057
MFSD8,0.327
MFSD9,0.139
MGA,0.398
MGAM,0.291
MGAM2,0.191
MGARP,0.34
MGAT1,0.338
MGAT2,0.362
MGAT3,0.275
MGAT4A,0.368
MGAT4B,0.315
MGAT4C,0.3
MGAT4D,0.345
MGAT5,0.313
MGAT5B,0.392
MGLL,0.36
MGME1,0.293
MGMT,0.323
MGP,0.276
MGRN1,0.448
MGST1,0.395
MGST2,0.357
MGST3,0.371
MIA,0.176
MIA2,0.244
MIA3,0.373
MIB1,0.499
MIB2,0.467
MICA,0.324
MICAL1,0.448
MICAL2,0.369
MICAL3,0.505
MICALL1,0.363
MICALL2,0.468
MICB,0.257
MICOS10,0.377
MICOS13,0.309
MICU1,0.37
MICU2,0.326
MICU3,0.216
MID1,0.565
MID1IP1,0.486
MID2,0.389
MIDEAS,0.377
MIDN,0.434
MIEF1,0.466
MIEF2,0.435
MIEN1,0.387
MIER1,0.422
MIER2,0.398
MIER3,0.328
MIF,0.341
MIF4GD,0.456
MIGA1,0.397
MIGA2,0.406
MIIP,0.252
MILR1,0.219
MINAR1,0.322
MINAR2,0.057
MINDY1,0.476
MINDY2,0.423
MINDY3,0.402
MINDY4,0.123
MINDY4B,
MINK1,0.529
MINPP1,0.299
MIOS,0.401
MIOX,0.322
MIP,0.353
MIPEP,0.343
MIPOL1,0.363
MIS12,0.465
MIS18A,0.49
MIS18BP1,0.403
MISFA,0.057
MISP,0.457
MITD1,0.43
MITF,0.36
MIXL1,0.352
MKI67,0.537
MKKS,0.43
MKLN1,0.425
MKNK1,0.644
MKNK2,0.6
MKRN1,0.412
MKRN2,0.294
MKRN3,0.333
MKS1,0.501
MKX,0.287
MLANA,0.365
MLC1,0.423
MLEC,0.389
MLF1,0.492
MLF2,0.394
MLH1,0.438
MLH3,0.459
MLIP,0.293
MLKL,0.572
MLLT1,0.453
MLLT10,0.432
MLLT11,0.461
MLLT3,0.431
MLLT6,0.343
MLN,0.222
MLNR,0.287
MLPH,0.41
MLST8,0.445
MLX,0.422
MLXIP,0.304
MLXIPL,0.355
MLYCD,0.408
MMAA,0.414
MMAB,0.413
MMACHC,0.4
MMADHC,0.424
MMD,0.411
MMD2,0.386
MME,0.351
MMEL1,0.202
MMGT1,0.243
MMP1,0.253
MMP10,0.217
MMP11,0.303
MMP12,0.301
MMP13,0.268
MMP14,0.368
MMP15,0.363
MMP16,0.332
MMP17,0.274
MMP19,0.25
MMP2,0.377
MMP20,0.288
MMP21,0.238
MMP23B,0.29
MMP24,0.308
MMP25,0.284
MMP26,0.204
MMP27,0.277
MMP28,0.304
MMP3,0.284
MMP7,0.31
MMP8,0.263
MMP9,0.316
MMRN1,0.283
MMRN2,0.219
MMS19,0.492
MMS22L,0.436
MMUT,0.423
MN1,0.226
MNAT1,0.457
MND1,0.299
MNDA,0.362
MNS1,0.45
MNT,0.371
MNX1,0.382
MOAP1,0.411
MOB1A,0.466
MOB1B,0.484
MOB2,0.51
MOB3A,0.073
MOB3B,0.21
MOB3C,0.17
MOB4,0.381
MOBP,0.443
MOCOS,0.4
MOCS1,0.372
MOCS2,0.349
MOCS3,0.456
MOG,0.305
MOGAT1,0.233
MOGAT2,0.269
MOGAT3,0.244
MOGS,0.307
MOK,0.529
MON1A,0.388
MON1B,0.338
MON2,0.337
MORC1,0.315
MORC2,0.335
MORC3,0.394
MORC4,0.326
MORF4L1,0.449
MORF4L2,0.479
MORN2,0.406
MORN3,0.324
MORN4,0.342
MOS,0.593
MOSMO,0.266
MOSPD1,0.344
MOSPD2,0.206
MOSPD3,0.219
MOV10,0.406
MOV10L1,0.406
MOXD1,0.344
MPC1,0.281
MPC1L,0.138
MPC2,0.247
MPDU1,0.38
MPDZ,0.406
MPEG1,0.075
MPG,0.354
MPHOSPH10,0.439
MPHOSPH6,0.467
MPHOSPH8,0.504
MPHOSPH9,0.29
MPI,0.307
MPIG6B,0.4
MPL,0.326
MPLKIP,0.533
MPND,0.15
MPO,0.289
MPP1,0.47
MPP2,0.447
MPP4,0.419
MPP7,0.419
MPPE1,0.417
MPPED1,0.212
MPPED2,0.229
MPRIP,0.426
MPST,0.368
MPV17,0.391
MPV17L,0.382
MPV17L2,0.311
MPZ,0.325
MPZL1,0.337
MPZL2,0.405
MPZL3,0.264
MR1,0.323
MRAP,0.397
MRAP2,0.387
MRAS,0.408
MRC1,0.317
MRC2,0.291
MRE11,0.422
MREG,0.344
MRFAP1,0.402
MRFAP1L1,0.206
MRFAP1L2,0.197
MRGBP,0.428
MRGPRD,0.231
MRGPRE,0.235
MRGPRF,0.284
MRGPRG,0.235
MRGPRX1,0.253
MRGPRX2,0.291
MRGPRX3,0.235
MRGPRX4,0.235
MRI1,0.43
MRLN,0.195
MRM1,0.381
MRM2,0.329
MRM3,0.381
MRNIP,0.406
MRO,0.227
MROH2B,0.304
MROH7,0.066
MRPL1,0.383
MRPL10,0.423
MRPL11,0.429
MRPL12,0.377
MRPL13,0.415
MRPL14,0.317
MRPL15,0.378
MRPL16,0.316
MRPL17,0.36
MRPL18,0.312
MRPL19,0.329
MRPL2,0.321
MRPL20,0.417
MRPL21,0.317
MRPL22,0.377
MRPL23,0.422
MRPL24,0.299
MRPL27,0.388
MRPL28,0.432
MRPL3,0.323
MRPL30,0.299
MRPL32,0.335
MRPL33,0.299
MRPL34,0.319
MRPL35,0.319
MRPL36,0.337
MRPL37,0.335
MRPL38,0.272
MRPL39,0.348
MRPL4,0.385
MRPL40,0.419
MRPL41,0.413
MRPL42,0.355
MRPL43,0.398
MRPL44,0.393
MRPL45,0.39
MRPL46,0.359
MRPL47,0.338
MRPL48,0.397
MRPL49,0.392
MRPL50,0.272
MRPL51,0.396
MRPL52,0.306
MRPL53,0.387
MRPL54,0.317
MRPL55,0.306
MRPL57,0.323
MRPL58,0.317
MRPL9,0.398
MRPS10,0.306
MRPS11,0.344
MRPS12,0.379
MRPS14,0.312
MRPS15,0.383
MRPS16,0.422
MRPS17,0.292
MRPS18A,0.324
MRPS18B,0.406
MRPS18C,0.283
MRPS2,0.34
MRPS21,0.297
MRPS22,0.323
MRPS23,0.437
MRPS24,0.301
MRPS25,0.324
MRPS26,0.349
MRPS27,0.4
MRPS28,0.327
MRPS30,0.324
MRPS31,0.447
MRPS33,0.274
MRPS34,0.304
MRPS35,0.287
MRPS5,0.317
MRPS6,0.391
MRPS7,0.327
MRPS9,0.423
MRRF,0.344
MRS2,0.227
MRTFA,0.489
MRTFB,0.377
MRTO4,0.437
MS4A1,0.363
MS4A10,0.057
MS4A12,0.204
MS4A13,0.057
MS4A14,0.057
MS4A15,0.057
MS4A18,0.057
MS4A2,0.262
MS4A3,0.409
MS4A4A,0.057
MS4A4E,0.057
MS4A5,0.057
MS4A6A,0.057
MS4A6E,0.057
MS4A7,0.057
MS4A8,0.057
MSANTD1,0.198
MSANTD3,0.154
MSANTD4,0.183
MSC,0.332
MSGN1,0.36
MSH2,0.407
MSH3,0.408
MSH4,0.464
MSH5,0.404
MSH6,0.427
MSI1,0.382
MSI2,0.403
MSL1,0.348
MSL2,0.359
MSL3,0.392
MSLN,0.422
MSMB,0.366
MSMO1,0.293
MSMP,0.308
MSN,0.434
MSR1,0.31
MSRA,0.405
MSRB1,0.408
MSRB2,0.394
MSRB3,0.412
MSS51,0.098
MST1,0.286
MST1R,0.471
MSTN,0.34
MSTO1,0.398
MSX1,0.308
MSX2,0.34
MT-ATP6,0.321
MT-ATP8,0.256
MT-CO1,0.314
MT-CO2,0.34
MT-CO3,0.364
MT-CYB,0.257
MT-ND1,0.326
MT-ND2,0.328
MT-ND3,0.326
MT-ND4,0.279
MT-ND4L,0.192
MT-ND5,0.242
MT-ND6,0.232
MT1A,0.379
MT1B,0.304
MT1E,0.304
MT1F,0.362
MT1G,0.366
MT1H,0.362
MT1HL1,0.279
MT1M,0.304
MT1X,0.346
MT2A,0.36
MT3,0.326
MT4,0.291
MTA1,0.436
MTA2,0.429
MTA3,0.464
MTAP,0.411
MTARC1,0.303
MTARC2,0.307
MTBP,0.334
MTCH1,0.39
MTCH2,0.271
MTCL1,0.489
MTCL2,0.174
MTCL3,0.115
MTCP1,0.231
MTDH,0.42
MTERF1,0.456
MTERF2,0.309
MTERF3,0.42
MTERF4,0.444
MTF1,0.343
MTF2,0.37
MTFMT,0.294
MTFP1,0.272
MTFR1,0.359
MTFR1L,0.389
MTFR2,0.403
MTG1,0.324
MTG2,0.328
MTHFD1,0.383
MTHFD1L,0.387
MTHFD2,0.289
MTHFD2L,0.243
MTHFR,0.325
MTHFS,0.39
MTHFSD,0.257
MTIF2,0.376
MTIF3,0.396
MTLN,0.197
MTM1,0.431
MTMR1,0.41
MTMR10,0.247
MTMR11,0.197
MTMR12,0.39
MTMR14,0.402
MTMR2,0.43
MTMR3,0.427
MTMR4,0.391
MTMR6,0.412
MTMR7,0.425
MTMR8,0.438
MTMR9,0.375
MTNR1A,0.341
MTNR1B,0.273
MTO1,0.301
MTOR,0.363
MTPAP,0.47
MTPN,0.371
MTR,0.371
MTRES1,0.187
MTREX,0.473
MTRF1,0.303
MTRF1L,0.317
MTRFR,0.292
MTRR,0.365
MTSS1,0.464
MTSS2,0.355
MTTP,0.4
MTURN,0.074
MTUS1,0.492
MTUS2,0.486
MTX1,0.164
MTX2,0.394
MTX3,0.137
MUC1,0.381
MUC12,0.366
MUC13,0.403
MUC15,0.276
MUC16,0.375
MUC17,0.424
MUC19,0.275
MUC2,0.367
MUC20,0.346
MUC21,0.286
MUC22,0.057
MUC3A,0.299
MUC3B,0.28
MUC4,0.326
MUC5AC,0.337
MUC5B,0.406
MUC6,0.295
MUC7,0.349
MUCL1,0.275
MUCL3,0.239
MUL1,0.373
MUS81,0.418
MUSK,0.449
MUSTN1,0.257
MUTYH,0.381
MVB12A,0.458
MVB12B,0.397
MVD,0.412
MVK,0.481
MVP,0.476
MX1,0.435
MX2,0.408
MXD1,0.431
MXD3,0.326
MXD4,0.368
MXI1,0.436
MXRA5,0.118
MXRA7,0.06
MXRA8,0.36
MYADM,0.341
MYADML2,0.205
MYB,0.32
MYBBP1A,0.413
MYBL1,0.316
MYBL2,0.422
MYBPC1,0.453
MYBPC2,0.44
MYBPC3,0.434
MYBPH,0.349
MYBPHL,0.284
MYC,0.364
MYCBP,0.384
MYCBP2,0.464
MYCBPAP,0.401
MYCL,0.334
MYCN,0.386
MYCT1,0.237
MYD88,0.354
MYDGF,0.35
MYEF2,0.343
MYF5,0.365
MYF6,0.328
MYG1,0.33
MYH1,0.445
MYH10,0.453
MYH11,0.479
MYH13,0.402
MYH14,0.427
MYH15,0.412
MYH2,0.468
MYH3,0.465
MYH4,0.415
MYH6,0.423
MYH7,0.389
MYH7B,0.418
MYH8,0.462
MYH9,0.49
MYL1,0.335
MYL10,0.309
MYL11,0.32
MYL12A,0.405
MYL12B,0.443
MYL2,0.449
MYL3,0.35
MYL4,0.373
MYL5,0.316
MYL6,0.387
MYL6B,0.407
MYL7,0.416
MYL9,0.37
MYLIP,0.48
MYLK,0.58
MYLK2,0.54
MYLK3,0.558
MYLK4,0.302
MYMK,0.233
MYMX,0.282
MYNN,0.278
MYO10,0.48
MYO15A,0.423
MYO15B,0.413
MYO16,0.539
MYO18A,0.471
MYO18B,0.443
MYO19,0.469
MYO1A,0.511
MYO1B,0.464
MYO1C,0.473
MYO1D,0.467
MYO1E,0.449
MYO1F,0.419
MYO1G,0.381
MYO1H,0.365
MYO3A,0.521
MYO3B,0.499
MYO5A,0.418
MYO5B,0.412
MYO5C,0.379
MYO6,0.485
MYO7A,0.455
MYO7B,0.515
MYO9A,0.471
MYO9B,0.501
MYOC,0.384
MYOCD,0.353
MYOD1,0.4
MYOF,0.413
MYOG,0.315
MYOM1,0.437
MYOM2,0.434
MYOM3,0.391
MYORG,0.272
MYOT,0.431
MYOZ1,0.431
MYOZ2,0.443
MYOZ3,0.41
MYPN,0.468
MYPOP,0.295
MYRF,0.407
MYRFL,0.303
MYRIP,0.419
MYSM1,0.395
MYT1,0.362
MYT1L,0.338
MYZAP,0.42
MZB1,0.281
MZF1,0.329
MZT1,0.557
MZT2A,0.393
MZT2B,0.503
N4BP1,0.402
N4BP2,0.467
N4BP2L2,0.348
N4BP3,0.351
N6AMT1,0.428
NAA10,0.496
NAA11,0.392
NAA15,0.461
NAA16,0.431
NAA20,0.356
NAA25,0.348
NAA30,0.436
NAA35,0.39
NAA38,0.387
NAA40,0.331
NAA50,0.458
NAA60,0.372
NAA80,0.429
NAAA,0.363
NAALAD2,0.277
NAALADL1,0.262
NAALADL2,0.341
NAB1,0.348
NAB2,0.403
NABP1,0.467
NABP2,0.455
NACA,0.281
NACA2,0.24
NACAD,0.24
NACC1,0.366
NACC2,0.455
NADK,0.468
NADK2,0.458
NADSYN1,0.439
NAE1,0.503
NAF1,0.37
NAGA,0.307
NAGK,0.428
NAGLU,0.285
NAGPA,0.374
NAGS,0.323
NAIF1,0.482
NAIP,0.419
NALCN,0.252
NALF1,0.17
NALF2,0.17
NAMPT,0.364
NANOG,0.377
NANOGNB,0.271
NANOGP8,0.315
NANOS1,0.375
NANOS2,0.428
NANOS3,0.445
NANP,0.272
NANS,0.306
NAP1L1,0.426
NAP1L2,0.41
NAP1L3,0.248
NAP1L4,0.435
NAP1L5,0.248
NAPA,0.405
NAPB,0.374
NAPEPLD,0.383
NAPG,0.407
NAPRT,0.338
NAPSA,0.305
NARF,0.41
NARS1,0.379
NARS2,0.426
NASP,0.458
NAT1,0.275
NAT10,0.469
NAT14,0.295
NAT16,0.052
NAT2,0.383
NAT8,0.393
NAT8B,0.402
NAT8L,0.318
NAT9,0.22
NATD1,0.25
NAV1,0.392
NAV2,0.374
NAV3,0.421
NAXD,0.405
NAXE,0.455
NBAS,0.359
NBDY,0.381
NBEA,0.359
NBEAL2,0.395
NBL1,0.286
NBN,0.455
NBPF1,0.199
NBPF10,0.257
NBPF11,0.199
NBPF12,0.199
NBPF14,0.199
NBPF15,0.199
NBPF19,0.199
NBPF20,0.199
NBPF26,0.199
NBPF3,0.199
NBPF4,0.199
NBPF6,0.199
NBPF8,0.199
NBPF9,0.199
NBR1,0.501
NCALD,0.409
NCAM1,0.368
NCAM2,0.37
NCAN,0.337
NCAPD2,0.542
NCAPD3,0.467
NCAPG,0.502
NCAPG2,0.4
NCAPH,0.455
NCAPH2,0.463
NCBP1,0.358
NCBP2,0.36
NCBP2L,0.236
NCBP3,0.374
NCCRP1,0.248
NCDN,0.389
NCEH1,0.238
NCF1,0.356
NCF2,0.405
NCF4,0.368
NCK1,0.449
NCK2,0.418
NCKAP1,0.419
NCKAP1L,0.324
NCKAP5,0.306
NCKAP5L,0.516
NCKIPSD,0.484
NCL,0.438
NCLN,0.345
NCMAP,0.253
NCOA1,0.433
NCOA2,0.364
NCOA3,0.413
NCOA4,0.283
NCOA5,0.383
NCOA6,0.428
NCOA7,0.344
NCOR1,0.454
NCOR2,0.406
NCR1,0.377
NCR2,0.331
NCR3,0.346
NCR3LG1,0.318
NCS1,0.392
NCSTN,0.395
NDC1,0.387
NDC80,0.538
NDE1,0.621
NDEL1,0.46
NDFIP1,0.318
NDFIP2,0.407
NDN,0.391
NDNF,0.243
NDOR1,0.497
NDP,0.356
NDRG1,0.487
NDRG2,0.447
NDRG3,0.353
NDRG4,0.453
NDST1,0.359
NDST2,0.27
NDST3,0.274
NDST4,0.275
NDUFA1,0.344
NDUFA10,0.346
NDUFA11,0.276
NDUFA12,0.334
NDUFA13,0.402
NDUFA2,0.281
NDUFA3,0.298
NDUFA4,0.35
NDUFA4L2,0.184
NDUFA5,0.353
NDUFA6,0.261
NDUFA7,0.324
NDUFA8,0.353
NDUFA9,0.401
NDUFAB1,0.438
NDUFAF1,0.466
NDUFAF2,0.294
NDUFAF3,0.388
NDUFAF4,0.41
NDUFAF5,0.413
NDUFAF6,0.289
NDUFAF7,0.432
NDUFAF8,0.386
NDUFB1,0.321
NDUFB10,0.353
NDUFB11,0.386
NDUFB2,0.254
NDUFB3,0.26
NDUFB4,0.307
NDUFB5,0.331
NDUFB6,0.336
NDUFB7,0.306
NDUFB8,0.326
NDUFB9,0.377
NDUFC1,0.298
NDUFC2,0.337
NDUFS1,0.393
NDUFS2,0.417
NDUFS3,0.411
NDUFS4,0.318
NDUFS5,0.306
NDUFS6,0.289
NDUFS7,0.388
NDUFS8,0.327
NDUFV1,0.382
NDUFV2,0.391
NDUFV3,0.354
NEB,0.454
NEBL,0.442
NECAB1,0.409
NECAB2,0.374
NECAB3,0.433
NECAP1,0.317
NECAP2,0.194
NECTIN1,0.355
NECTIN2,0.339
NECTIN3,0.319
NECTIN4,0.355
NEDD1,0.672
NEDD4,0.416
NEDD4L,0.358
NEDD8,0.469
NEDD9,0.497
NEFH,0.449
NEFL,0.424
NEFM,0.451
NEGR1,0.297
NEIL1,0.435
NEIL2,0.429
NEIL3,0.306
NEK1,0.66
NEK10,0.427
NEK11,0.658
NEK2,0.683
NEK3,0.566
NEK4,0.513
NEK5,0.339
NEK6,0.662
NEK7,0.628
NEK8,0.609
NEK9,0.648
NELFA,0.445
NELFB,0.409
NELFCD,0.368
NELFE,0.417
NELL1,0.414
NELL2,0.309
NEMF,0.287
NEMP1,0.303
NEMP2,0.196
NENF,0.333
NEO1,0.423
NEPRO,0.286
NES,0.437
NET1,0.378
NETO1,0.224
NETO2,0.211
NEU1,0.365
NEU2,0.377
NEU3,0.3
NEU4,0.382
NEURL1,0.352
NEURL1B,0.386
NEURL2,0.365
NEURL3,0.177
NEURL4,0.395
NEUROD1,0.363
NEUROD2,0.303
NEUROD4,0.376
NEUROD6,0.353
NEUROG1,0.339
NEUROG2,0.35
NEUROG3,0.386
NEXMIF,0.266
NEXN,0.4
NF1,0.319
NF2,0.479
NFAM1,0.257
NFASC,0.332
NFAT5,0.404
NFATC1,0.432
NFATC2,0.387
NFATC2IP,0.268
NFATC3,0.399
NFATC4,0.353
NFE2,0.397
NFE2L1,0.385
NFE2L2,0.353
NFE2L3,0.347
NFIA,0.353
NFIB,0.323
NFIC,0.301
NFIL3,0.304
NFIX,0.343
NFKB1,0.339
NFKB2,0.383
NFKBIA,0.382
NFKBIB,0.414
NFKBID,0.32
NFKBIE,0.46
NFKBIL1,0.373
NFKBIZ,0.37
NFRKB,0.423
NFS1,0.5
NFU1,0.48
NFX1,0.369
NFXL1,0.256
NFYA,0.351
NFYB,0.373
NFYC,0.388
NGB,0.398
NGDN,0.413
NGEF,0.309
NGF,0.332
NGFR,0.369
NGLY1,0.48
NGRN,0.321
NHEJ1,0.423
NHERF1,0.403
NHERF2,0.487
NHERF4,0.366
NHLH1,0.351
NHLH2,0.38
NHLRC1,0.465
NHLRC2,0.329
NHLRC3,0.237
NHP2,0.397
NHS,0.322
NHSL1,0.111
NHSL2,0.111
NHSL3,0.111
NIBAN1,0.429
NIBAN2,0.367
NICN1,0.239
NICOL1,0.059
NID1,0.317
NID2,0.309
NIF3L1,0.464
NIFK,0.505
NIM1K,0.488
NIN,0.545
NINJ1,0.255
NINJ2,0.283
NINL,0.638
NIP7,0.48
NIPA1,0.218
NIPA2,0.213
NIPAL1,0.091
NIPAL2,0.091
NIPAL3,0.204
NIPAL4,0.091
NIPBL,0.396
NIPSNAP1,0.383
NIPSNAP2,0.408
NIPSNAP3A,0.398
NIPSNAP3B,0.187
NISCH,0.452
NIT1,0.291
NIT2,0.349
NKAIN1,0.262
NKAIN2,0.175
NKAIN3,0.175
NKAIN4,0.175
NKAP,0.41
NKAPD1,0.157
NKAPL,0.35
NKD1,0.369
NKD2,0.428
NKG7,0.296
NKIRAS1,0.315
NKIRAS2,0.315
NKPD1,0.057
NKRF,0.392
NKTR,0.488
NKX1-1,0.305
NKX1-2,0.31
NKX2-1,0.345
NKX2-2,0.345
NKX2-3,0.319
NKX2-4,0.322
NKX2-5,0.324
NKX2-6,0.314
NKX2-8,0.309
NKX3-1,0.334
NKX3-2,0.305
NKX6-1,0.279
NKX6-2,0.286
NKX6-3,0.305
NLE1,0.349
NLGN1,0.314
NLGN2,0.315
NLGN3,0.321
NLGN4X,0.35
NLGN4Y,0.352
NLK,0.594
NLN,0.331
NLRC3,0.427
NLRC4,0.41
NLRC5,0.43
NLRP1,0.444
NLRP10,0.269
NLRP11,0.189
NLRP12,0.334
NLRP13,0.121
NLRP14,0.383
NLRP2,0.47
NLRP2B,0.288
NLRP3,0.36
NLRP4,0.325
NLRP5,0.361
NLRP6,0.32
NLRP7,0.254
NLRP8,0.338
NLRP9,0.366
NLRX1,0.389
NMB,0.29
NMBR,0.316
NMD3,0.4
NME1,0.44
NME2,0.451
NME3,0.432
NME4,0.421
NME5,0.366
NME6,0.43
NME7,0.5
NME8,0.393
NME9,0.38
NMI,0.415
NMNAT1,0.464
NMNAT2,0.344
NMNAT3,0.335
NMRAL1,0.435
NMRK1,0.48
NMRK2,0.548
NMS,0.221
NMT1,0.403
NMT2,0.353
NMU,0.24
NMUR1,0.238
NMUR2,0.289
NNAT,0.316
NNMT,0.299
NNT,0.297
NOA1,0.42
NOB1,0.322
NOBOX,0.304
NOC2L,0.464
NOC3L,0.419
NOC4L,0.422
NOCT,0.35
NOD1,0.399
NOD2,0.357
NODAL,0.281
NOG,0.271
NOL10,0.307
NOL11,0.425
NOL12,0.42
NOL3,0.384
NOL4,0.283
NOL4L,0.394
NOL6,0.397
NOL7,0.328
NOL8,0.398
NOL9,0.518
NOLC1,0.519
NOM1,0.421
NOMO1,0.311
NOMO2,0.313
NOMO3,0.307
NONO,0.418
NOP10,0.402
NOP14,0.373
NOP16,0.36
NOP2,0.437
NOP53,0.443
NOP56,0.46
NOP58,0.468
NOP9,0.193
NOS1,0.374
NOS1AP,0.398
NOS2,0.369
NOS3,0.359
NOSIP,0.458
NOSTRIN,0.424
NOTCH1,0.294
NOTCH2,0.382
NOTCH2NLA,0.414
NOTCH2NLB,0.292
NOTCH2NLC,0.276
NOTCH3,0.459
NOTCH4,0.421
NOTO,0.366
NOTUM,0.304
NOVA1,0.34
NOVA2,0.279
NOX1,0.316
NOX3,0.286
NOX4,0.388
NOX5,0.294
NOXA1,0.407
NOXO1,0.358
NOXRED1,0.212
NPAP1,0.349
NPAS1,0.299
NPAS2,0.4
NPAS3,0.376
NPAS4,0.348
NPAT,0.451
NPB,0.287
NPBWR1,0.325
NPBWR2,0.333
NPC1,0.334
NPC1L1,0.379
NPC2,0.304
NPDC1,0.315
NPEPL1,0.325
NPEPPS,0.382
NPFF,0.254
NPFFR1,0.238
NPFFR2,0.371
NPHP1,0.474
NPHP3,0.372
NPHP4,0.464
NPHS1,0.372
NPHS2,0.382
NPIPA1,0.232
NPIPA2,0.185
NPIPA3,0.185
NPIPA5,0.185
NPIPA7,0.326
NPIPA8,0.185
NPIPA9,0.185
NPIPB11,0.198
NPIPB13,0.198
NPIPB15,0.185
NPIPB2,0.185
NPIPB3,0.307
NPIPB4,0.198
NPIPB5,0.198
NPIPB6,0.185
NPIPB7,0.185
NPIPB8,0.185
NPIPB9,0.185
NPL,0.394
NPLOC4,0.476
NPM1,0.451
NPM2,0.538
NPM3,0.54
NPNT,0.28
NPPA,0.33
NPPB,0.352
NPPC,0.29
NPR1,0.356
NPR2,0.445
NPR3,0.294
NPRL2,0.38
NPRL3,0.301
NPS,0.145
NPSR1,0.301
NPTN,0.326
NPTX1,0.302
NPTX2,0.297
NPTXR,0.283
NPVF,0.124
NPW,0.28
NPY,0.327
NPY1R,0.297
NPY2R,0.266
NPY4R,0.267
NPY5R,0.278
NQO1,0.316
NQO2,0.408
NR0B1,0.443
NR0B2,0.404
NR1D1,0.335
NR1D2,0.331
NR1H2,0.332
NR1H3,0.303
NR1H4,0.278
NR1I2,0.389
NR1I3,0.432
NR2C1,0.362
NR2C2,0.352
